INDEX_1,INDEX_2,TEAM,ROLE,E,A,D,DMG,H,MIT
160,9,2,SUPPORT,24,10,4,6786,8198,1338
160,10,2,SUPPORT,10,15,3,3082,7630,621
161,1,1,TANK,17,1,8,10522,0,7349
161,2,1,DAMAGE,19,0,5,5939,0,0
161,3,1,DAMAGE,18,1,8,7948,1794,0
161,4,1,SUPPORT,10,19,8,4279,5250,0
161,5,1,SUPPORT,12,17,5,2234,6969,1794
161,6,2,TANK,27,5,6,7522,13,5932
161,7,2,DAMAGE,17,3,5,9082,0,108
161,8,2,DAMAGE,21,9,7,7833,75,0
161,9,2,SUPPORT,17,12,8,5038,7668,185
161,10,2,SUPPORT,12,16,7,3754,6344,11
162,1,1,TANK,5,0,5,5960,116,14236
162,2,1,DAMAGE,6,0,3,3192,0,0
162,3,1,DAMAGE,7,0,6,8305,0,2553
162,4,1,SUPPORT,7,5,6,4147,8003,115
162,5,1,SUPPORT,0,8,6,0,7247,0
162,6,2,TANK,19,3,2,8808,0,9897
162,7,2,DAMAGE,15,0,1,5897,103,922
162,8,2,DAMAGE,20,0,2,9235,0,498
162,9,2,SUPPORT,8,13,2,2297,6363,184
162,10,2,SUPPORT,8,16,1,2055,8099,165
163,1,1,TANK,15,5,7,12149,1654,6378
163,2,1,DAMAGE,15,0,2,9657,0,0
163,3,1,DAMAGE,16,0,9,13511,139,1109
163,4,1,SUPPORT,12,11,6,6011,11764,2761
163,5,1,SUPPORT,5,14,8,2415,9690,0
163,6,2,TANK,21,9,4,11830,0,13885
163,7,2,DAMAGE,21,0,7,10280,2334,0
163,8,2,DAMAGE,25,1,4,12936,11,1189
163,9,2,SUPPORT,20,19,4,7235,15813,0
163,10,2,SUPPORT,5,23,6,900,9364,590
164,1,1,TANK,22,3,12,11355,0,15521
164,2,1,DAMAGE,25,0,5,9143,0,0
164,3,1,DAMAGE,21,3,14,12327,320,0
164,4,1,SUPPORT,1,18,13,37,7267,0
164,5,1,SUPPORT,9,13,9,3669,9501,1786
164,6,2,TANK,36,9,5,11799,225,5901
164,7,2,DAMAGE,34,2,6,12777,0,741
164,8,2,DAMAGE,24,4,9,8775,1370,0
164,9,2,SUPPORT,17,20,6,4886,9986,181
164,10,2,SUPPORT,10,25,10,1846,9095,606
165,1,1,TANK,13,5,12,8919,284,8728
165,2,1,DAMAGE,15,4,11,11003,0,0
165,3,1,DAMAGE,19,0,8,8063,0,0
165,4,1,SUPPORT,9,7,15,8570,6808,660
165,5,1,SUPPORT,1,13,8,20,10630,0
165,6,2,TANK,39,13,4,16938,3507,3031
165,7,2,DAMAGE,26,2,4,10101,0,0
165,8,2,DAMAGE,27,1,7,11426,0,1086
165,9,2,SUPPORT,9,13,5,4491,6641,212
165,10,2,SUPPORT,0,32,7,0,11745,0
166,1,1,TANK,10,4,6,7018,457,8245
166,2,1,DAMAGE,11,0,4,5205,0,0
166,3,1,DAMAGE,11,3,7,7140,375,0
166,4,1,SUPPORT,8,7,2,3502,5917,0
166,5,1,SUPPORT,8,11,3,2380,7479,359
166,6,2,TANK,9,2,6,6888,0,15084
166,7,2,DAMAGE,8,3,0,5648,0,0
166,8,2,DAMAGE,15,0,2,10041,1349,0
166,9,2,SUPPORT,1,14,3,601,9386,1051
166,10,2,SUPPORT,8,2,5,4325,3735,52
167,1,1,TANK,0,0,5,4851,0,3687
167,2,1,DAMAGE,1,0,7,4600,232,0
167,3,1,DAMAGE,1,0,1,2015,0,0
167,4,1,SUPPORT,0,1,5,1898,6400,21
167,5,1,SUPPORT,0,0,5,0,6634,0
167,6,2,TANK,16,5,0,6772,2130,409
167,7,2,DAMAGE,14,1,0,7400,0,0
167,8,2,DAMAGE,21,1,1,6532,0,1010
167,9,2,SUPPORT,5,11,0,463,3907,126
167,10,2,SUPPORT,3,14,0,1049,4923,0
168,1,1,TANK,15,2,12,8087,0,9201
168,2,1,DAMAGE,23,0,5,8397,0,0
168,3,1,DAMAGE,20,1,9,9507,0,138
168,4,1,SUPPORT,16,6,10,4502,6603,0
168,5,1,SUPPORT,3,11,10,2731,5278,762
168,6,2,TANK,27,5,4,8477,0,11584
168,7,2,DAMAGE,17,2,12,6465,0,412
168,8,2,DAMAGE,25,8,9,11887,0,0
168,9,2,SUPPORT,14,13,9,3642,5747,0
168,10,2,SUPPORT,19,19,9,3038,8156,0
169,1,1,TANK,9,2,11,5576,102,4403
169,2,1,DAMAGE,10,0,9,10037,0,0
169,3,1,DAMAGE,7,2,9,9122,0,2047
169,4,1,SUPPORT,5,6,8,1675,10284,448
169,5,1,SUPPORT,6,12,6,2296,11661,0
169,6,2,TANK,26,4,5,11141,0,10923
169,7,2,DAMAGE,24,14,3,11687,0,0
169,8,2,DAMAGE,30,6,6,11342,0,0
169,9,2,SUPPORT,12,26,1,2720,13275,1057
169,10,2,SUPPORT,13,27,1,4484,5814,0
170,1,1,TANK,30,6,11,12707,0,18723
170,2,1,DAMAGE,39,4,9,14754,0,68
170,3,1,DAMAGE,29,3,8,11427,35,745
170,4,1,SUPPORT,15,27,3,3852,18017,689
170,5,1,SUPPORT,19,33,6,7961,14454,0
170,6,2,TANK,25,8,12,18524,0,10983
170,7,2,DAMAGE,16,0,11,11715,0,0
170,8,2,DAMAGE,12,3,15,11143,70,127
170,9,2,SUPPORT,5,14,9,2099,15546,1048
170,10,2,SUPPORT,18,7,14,9674,7354,49
171,1,1,TANK,23,5,6,7206,98,4110
171,2,1,DAMAGE,22,0,7,8259,0,798
171,3,1,DAMAGE,17,3,9,7109,393,903
171,4,1,SUPPORT,7,23,4,2410,8260,0
171,5,1,SUPPORT,26,20,6,7408,7035,0
171,6,2,TANK,19,7,6,11523,419,6435
171,7,2,DAMAGE,18,3,8,6748,0,84
171,8,2,DAMAGE,19,0,7,7096,0,0
171,9,2,SUPPORT,10,16,6,2380,7566,454
171,10,2,SUPPORT,11,14,8,4057,7883,1961
172,1,1,TANK,5,3,5,7230,0,5495
172,2,1,DAMAGE,8,1,9,4063,0,730
172,3,1,DAMAGE,6,0,7,4188,0,0
172,4,1,SUPPORT,5,3,4,1726,5389,47
172,5,1,SUPPORT,2,2,7,1515,5492,304
172,6,2,TANK,16,3,2,7217,71,2672
172,7,2,DAMAGE,15,1,2,6616,0,433
172,8,2,DAMAGE,15,1,3,5552,0,1146
172,9,2,SUPPORT,8,14,1,2696,4697,0
172,10,2,SUPPORT,17,16,1,3673,5116,244
173,1,1,TANK,7,0,9,11260,843,11245
173,2,1,DAMAGE,8,0,4,5451,0,0
173,3,1,DAMAGE,8,0,10,6666,593,801
173,4,1,SUPPORT,1,4,12,1248,8844,678
173,5,1,SUPPORT,3,3,10,3973,6950,0
173,6,2,TANK,20,2,2,11746,0,16096
173,7,2,DAMAGE,19,4,1,7752,184,84
173,8,2,DAMAGE,27,2,5,13773,0,0
173,9,2,SUPPORT,7,16,2,3192,8651,161
173,10,2,SUPPORT,7,11,4,2108,11751,1103
174,1,1,TANK,11,3,5,5989,262,3050
174,2,1,DAMAGE,8,0,9,8119,473,672
174,3,1,DAMAGE,11,1,8,5433,340,0
174,4,1,SUPPORT,6,8,5,3638,6053,568
174,5,1,SUPPORT,2,10,6,2344,8615,0
174,6,2,TANK,21,6,3,9206,170,5554
174,7,2,DAMAGE,22,4,2,9125,0,1349
174,8,2,DAMAGE,24,0,2,7041,0,730
174,9,2,SUPPORT,4,22,5,1377,9292,1766
174,10,2,SUPPORT,10,17,6,3886,5245,74
175,1,1,TANK,9,0,8,8605,1745,6245
175,2,1,DAMAGE,5,0,10,8730,968,0
175,3,1,DAMAGE,11,3,8,8945,0,0
175,4,1,SUPPORT,5,6,4,3525,5237,302
175,5,1,SUPPORT,0,9,5,972,8236,0
175,6,2,TANK,21,5,2,8762,4458,8241
175,7,2,DAMAGE,20,3,5,10438,0,543
175,8,2,DAMAGE,13,1,5,8366,0,430
175,9,2,SUPPORT,9,15,4,2617,7800,702
175,10,2,SUPPORT,7,12,2,3336,9163,0
176,1,1,TANK,11,0,5,9188,134,10874
176,2,1,DAMAGE,13,0,1,6973,0,0
176,3,1,DAMAGE,11,2,12,7421,1667,696
176,4,1,SUPPORT,6,8,5,2250,9554,1372
176,5,1,SUPPORT,6,7,8,2693,6873,622
176,6,2,TANK,23,1,5,12432,0,13761
176,7,2,DAMAGE,13,0,3,6413,0,0
176,8,2,DAMAGE,13,0,9,7753,617,546
176,9,2,SUPPORT,8,22,2,4947,9614,0
176,10,2,SUPPORT,11,8,3,5329,5855,667
177,1,1,TANK,10,2,6,5111,0,2993
177,2,1,DAMAGE,21,1,5,14040,0,382
177,3,1,DAMAGE,11,4,11,6543,1197,2549
177,4,1,SUPPORT,0,21,7,0,8634,0
177,5,1,SUPPORT,9,10,7,2722,5116,538
177,6,2,TANK,24,11,4,10332,1804,2439
177,7,2,DAMAGE,26,2,3,9222,0,78
177,8,2,DAMAGE,20,1,10,7961,0,1635
177,9,2,SUPPORT,0,31,2,0,6916,0
177,10,2,SUPPORT,14,19,5,3384,6105,0
178,1,1,TANK,19,4,8,14801,1614,5944
178,2,1,DAMAGE,24,1,8,9442,0,2133
178,3,1,DAMAGE,16,0,6,12913,0,80
178,4,1,SUPPORT,5,15,6,3581,9311,379
178,5,1,SUPPORT,8,18,5,2188,10762,1509
178,6,2,TANK,20,5,7,11349,2071,6084
178,7,2,DAMAGE,20,0,7,9620,0,2935
178,8,2,DAMAGE,20,2,7,12140,0,61
178,9,2,SUPPORT,8,19,7,5721,8380,0
178,10,2,SUPPORT,8,19,5,2238,12626,595
179,1,1,TANK,11,2,1,6848,300,2664
179,2,1,DAMAGE,7,2,6,7004,75,0
179,3,1,DAMAGE,10,0,3,11582,292,117
179,4,1,SUPPORT,2,7,6,1058,6903,0
179,5,1,SUPPORT,2,8,3,2953,4823,573
179,6,2,TANK,14,1,0,7494,6029,1676
179,7,2,DAMAGE,11,0,4,5626,0,0
179,8,2,DAMAGE,11,3,6,3847,0,0
179,9,2,SUPPORT,4,10,3,1990,9958,0
179,10,2,SUPPORT,8,3,3,2926,5776,1027
180,1,1,TANK,29,9,10,18364,0,10925
180,2,1,DAMAGE,29,4,11,14333,430,1867
180,3,1,DAMAGE,29,1,15,16844,1410,238
180,4,1,SUPPORT,14,22,3,4553,20121,189
180,5,1,SUPPORT,14,28,9,7084,17720,0
180,6,2,TANK,25,6,14,15390,0,14524
180,7,2,DAMAGE,34,6,13,17490,109,2575
180,8,2,DAMAGE,29,1,7,16668,0,715
180,9,2,SUPPORT,13,32,5,6464,16310,0
180,10,2,SUPPORT,12,27,4,6963,17507,2272
181,1,1,TANK,22,2,7,10680,0,7040
181,2,1,DAMAGE,21,0,5,7577,0,0
181,3,1,DAMAGE,17,4,15,8090,427,83
181,4,1,SUPPORT,10,15,6,5217,7745,0
181,5,1,SUPPORT,1,18,8,580,11373,424
181,6,2,TANK,20,4,8,10102,0,4929
181,7,2,DAMAGE,21,10,5,8218,1189,2391
181,8,2,DAMAGE,24,2,5,8912,0,339
181,9,2,SUPPORT,12,23,4,2592,8503,0
181,10,2,SUPPORT,13,22,8,5816,5841,0
182,1,1,TANK,18,4,8,10669,0,8818
182,2,1,DAMAGE,16,0,1,6083,0,0
182,3,1,DAMAGE,16,0,9,7441,759,227
182,4,1,SUPPORT,8,12,7,4822,8797,407
182,5,1,SUPPORT,7,14,5,1879,10853,0
182,6,2,TANK,21,7,7,11409,1176,6690
182,7,2,DAMAGE,18,1,2,8470,0,1696
182,8,2,DAMAGE,15,1,6,8885,0,1157
182,9,2,SUPPORT,12,10,5,4052,6848,623
182,10,2,SUPPORT,16,17,6,4502,7022,895
183,1,1,TANK,12,1,9,10206,284,6581
183,2,1,DAMAGE,25,1,10,14954,983,626
183,3,1,DAMAGE,19,1,12,11063,0,236
183,4,1,SUPPORT,21,22,7,5222,14902,37
183,5,1,SUPPORT,8,20,6,3184,14733,804
183,6,2,TANK,24,8,7,20776,0,9156
183,7,2,DAMAGE,16,1,9,8806,0,603
183,8,2,DAMAGE,32,2,5,15632,0,0
183,9,2,SUPPORT,14,19,7,4200,12777,1419
183,10,2,SUPPORT,14,15,9,5457,13873,648
184,1,1,TANK,9,3,7,10461,0,8882
184,2,1,DAMAGE,7,0,13,7298,1017,173
184,3,1,DAMAGE,8,0,11,9896,0,276
184,4,1,SUPPORT,7,4,8,4099,8648,694
184,5,1,SUPPORT,2,6,8,2085,9252,0
184,6,2,TANK,28,3,3,15991,0,16039
184,7,2,DAMAGE,25,2,4,11045,0,1953
184,8,2,DAMAGE,20,1,3,10956,9,1826
184,9,2,SUPPORT,14,24,2,3264,11752,1995
184,10,2,SUPPORT,17,15,2,5025,8537,0
185,1,1,TANK,13,6,6,6510,330,5124
185,2,1,DAMAGE,6,0,5,2933,0,0
185,3,1,DAMAGE,6,2,6,6818,0,0
185,4,1,SUPPORT,13,4,6,4921,7153,0
185,5,1,SUPPORT,17,7,8,5252,6454,0
185,6,2,TANK,20,5,4,11739,0,5271
185,7,2,DAMAGE,19,4,3,3995,491,0
185,8,2,DAMAGE,18,1,7,8105,0,1465
185,9,2,SUPPORT,12,8,5,3912,5013,0
185,10,2,SUPPORT,5,10,4,1260,8365,539
186,1,1,TANK,15,4,4,8534,611,5023
186,2,1,DAMAGE,20,1,11,12373,0,0
186,3,1,DAMAGE,25,3,4,14722,0,0
186,4,1,SUPPORT,13,10,9,4478,12598,32
186,5,1,SUPPORT,8,14,8,3655,9235,1159
186,6,2,TANK,28,8,5,14425,0,7683
186,7,2,DAMAGE,17,12,10,5502,728,0
186,8,2,DAMAGE,19,0,9,12163,0,372
186,9,2,SUPPORT,3,24,6,140,17082,0
186,10,2,SUPPORT,18,7,7,7627,9045,266
187,1,1,TANK,9,3,11,7794,258,5171
187,2,1,DAMAGE,8,1,9,7559,169,1165
187,3,1,DAMAGE,10,0,3,8514,0,0
187,4,1,SUPPORT,9,5,3,5171,7197,496
187,5,1,SUPPORT,2,9,7,1357,7818,2504
187,6,2,TANK,21,2,4,11454,0,12042
187,7,2,DAMAGE,15,3,4,9331,0,123
187,8,2,DAMAGE,13,7,6,5413,74,0
187,9,2,SUPPORT,11,18,2,2300,10692,846
187,10,2,SUPPORT,22,18,2,5130,10163,0
188,1,1,TANK,15,1,8,8967,1500,4707
188,2,1,DAMAGE,16,0,5,6248,0,0
188,3,1,DAMAGE,15,0,11,8142,0,1704
188,4,1,SUPPORT,10,15,7,3543,9414,463
188,5,1,SUPPORT,5,14,11,1822,7078,0
188,6,2,TANK,27,2,5,11025,0,7330
188,7,2,DAMAGE,27,15,2,7175,591,0
188,8,2,DAMAGE,25,1,9,11633,1720,0
188,9,2,SUPPORT,26,20,3,5239,11490,0
188,10,2,SUPPORT,8,7,23,2100,2988,286
189,1,1,TANK,10,2,8,6566,106,2960
189,2,1,DAMAGE,19,2,13,9347,0,744
189,3,1,DAMAGE,16,1,14,8876,1222,93
189,4,1,SUPPORT,10,13,12,4174,4727,81
189,5,1,SUPPORT,13,9,14,5416,6054,0
189,6,2,TANK,41,2,7,13409,1110,6912
189,7,2,DAMAGE,30,5,6,10459,0,1616
189,8,2,DAMAGE,33,1,8,9189,0,315
189,9,2,SUPPORT,15,22,4,2999,6442,438
189,10,2,SUPPORT,1,39,3,20,11491,0
190,1,1,TANK,16,2,12,11272,338,8477
190,2,1,DAMAGE,20,3,13,9634,0,871
190,3,1,DAMAGE,17,3,12,9528,558,1033
190,4,1,SUPPORT,10,12,4,4278,13796,492
190,5,1,SUPPORT,11,13,9,4424,13279,5190
190,6,2,TANK,23,9,6,16211,403,9152
190,7,2,DAMAGE,28,0,8,10155,0,987
190,8,2,DAMAGE,27,3,5,12730,342,22
190,9,2,SUPPORT,20,21,7,11005,11767,0
190,10,2,SUPPORT,18,16,5,4381,10321,451
191,1,1,TANK,57,12,5,21727,0,18163
191,2,1,DAMAGE,40,0,9,12356,0,0
191,3,1,DAMAGE,56,1,13,29922,0,1538
191,4,1,SUPPORT,0,62,9,40,19924,0
191,5,1,SUPPORT,28,53,12,6409,19437,621
191,6,2,TANK,25,7,14,18589,0,15848
191,7,2,DAMAGE,31,5,15,21510,728,471
191,8,2,DAMAGE,23,1,18,18755,0,1303
191,9,2,SUPPORT,9,16,17,3403,16737,360
191,10,2,SUPPORT,11,20,17,5111,16263,392
192,1,1,TANK,18,5,4,7380,404,4427
192,2,1,DAMAGE,17,1,7,9976,0,58
192,3,1,DAMAGE,13,5,8,6039,57,0
192,4,1,SUPPORT,8,6,6,3649,6482,510
192,5,1,SUPPORT,10,17,3,4026,8520,0
192,6,2,TANK,22,5,4,9837,354,5394
192,7,2,DAMAGE,17,0,6,10142,0,137
192,8,2,DAMAGE,13,5,6,6140,0,575
192,9,2,SUPPORT,1,22,4,1144,9204,651
192,10,2,SUPPORT,6,14,6,1770,7319,0
193,1,1,TANK,6,1,6,4340,114,2131
193,2,1,DAMAGE,7,1,3,6079,0,0
193,3,1,DAMAGE,7,1,6,5803,843,200
193,4,1,SUPPORT,5,8,2,2410,4726,93
193,5,1,SUPPORT,8,8,5,2708,4430,0
193,6,2,TANK,13,1,2,7697,2431,6589
193,7,2,DAMAGE,13,4,3,5157,0,0
193,8,2,DAMAGE,9,0,6,3829,0,505
193,9,2,SUPPORT,5,10,1,731,6955,281
193,10,2,SUPPORT,11,11,3,3871,4074,0
194,1,1,TANK,3,1,5,4831,2024,716
194,2,1,DAMAGE,3,0,1,3557,0,0
194,3,1,DAMAGE,3,0,8,3600,0,420
194,4,1,SUPPORT,1,1,4,1649,2374,27
194,5,1,SUPPORT,1,3,3,60,5639,0
194,6,2,TANK,10,2,0,5865,0,5648
194,7,2,DAMAGE,7,0,2,2879,0,0
194,8,2,DAMAGE,19,0,0,8800,861,0
194,9,2,SUPPORT,7,10,2,1742,4016,30
194,10,2,SUPPORT,6,10,3,664,4630,260
195,1,1,TANK,2,0,3,4246,317,2565
195,2,1,DAMAGE,5,1,8,4924,0,0
195,3,1,DAMAGE,6,0,6,8302,0,0
195,4,1,SUPPORT,5,2,5,1464,5617,0
195,5,1,SUPPORT,4,2,6,1667,3545,225
195,6,2,TANK,10,2,2,3989,267,5532
195,7,2,DAMAGE,14,4,3,8081,0,1397
195,8,2,DAMAGE,21,0,3,8240,893,180
195,9,2,SUPPORT,3,6,1,1305,6304,162
195,10,2,SUPPORT,0,12,1,0,6763,0
196,1,1,TANK,19,4,4,13817,0,7678
196,2,1,DAMAGE,22,6,11,13987,0,3094
196,3,1,DAMAGE,22,1,11,15536,273,155
196,4,1,SUPPORT,13,10,5,5215,7671,285
196,5,1,SUPPORT,19,18,6,7539,10445,521
196,6,2,TANK,22,3,6,15923,353,12761
196,7,2,DAMAGE,19,1,8,11496,0,1664
196,8,2,DAMAGE,18,4,12,15731,1009,327
196,9,2,SUPPORT,12,27,6,3606,17667,0
196,10,2,SUPPORT,15,22,6,5515,15012,4811
197,1,1,TANK,1,0,4,5507,0,3022
197,2,1,DAMAGE,1,0,4,2444,0,0
197,3,1,DAMAGE,0,0,8,2555,92,217
197,4,1,SUPPORT,0,0,6,563,4158,0
197,5,1,SUPPORT,0,0,5,280,3845,772
197,6,2,TANK,15,1,0,6008,0,10125
197,7,2,DAMAGE,8,0,0,4813,0,169
197,8,2,DAMAGE,17,0,1,4019,0,0
197,9,2,SUPPORT,3,14,0,332,4952,415
197,10,2,SUPPORT,13,12,0,4459,3411,355
198,1,1,TANK,13,2,2,8554,445,4358
198,2,1,DAMAGE,18,5,11,11322,210,793
198,3,1,DAMAGE,17,2,11,9398,0,1581
198,4,1,SUPPORT,8,9,7,3022,7681,238
198,5,1,SUPPORT,9,13,10,4682,8684,4075
198,6,2,TANK,29,6,2,10850,0,3524
198,7,2,DAMAGE,20,5,7,8894,444,1036
198,8,2,DAMAGE,24,1,7,9954,0,1157
198,9,2,SUPPORT,16,21,6,3517,7593,0
198,10,2,SUPPORT,14,17,8,4553,6826,1389
199,1,1,TANK,3,2,6,5861,0,12854
199,2,1,DAMAGE,9,0,7,5236,0,1510
199,3,1,DAMAGE,8,0,7,6477,0,259
199,4,1,SUPPORT,11,6,2,2557,6190,0
199,5,1,SUPPORT,6,13,4,3884,5892,0
199,6,2,TANK,12,5,3,7015,0,5895
199,7,2,DAMAGE,16,1,4,5067,0,1049
199,8,2,DAMAGE,15,2,3,7325,0,606
199,9,2,SUPPORT,11,16,2,2174,6983,77
199,10,2,SUPPORT,12,15,1,3025,7578,801
200,1,1,TANK,9,3,8,8516,0,11697
200,2,1,DAMAGE,10,0,2,6475,0,0
200,3,1,DAMAGE,12,0,7,8821,0,419
200,4,1,SUPPORT,5,5,8,2064,5528,3040
200,5,1,SUPPORT,5,6,4,2870,8261,541
200,6,2,TANK,15,3,3,7653,0,6126
200,7,2,DAMAGE,13,1,3,7270,539,502
200,8,2,DAMAGE,12,6,3,8846,0,0
200,9,2,SUPPORT,15,4,5,5088,6432,666
200,10,2,SUPPORT,3,14,4,646,7998,511
201,1,1,TANK,3,1,7,6379,600,3112
201,2,1,DAMAGE,4,0,9,14932,1926,0
201,3,1,DAMAGE,6,0,8,7498,511,66
201,4,1,SUPPORT,4,6,10,2202,4853,376
201,5,1,SUPPORT,5,6,7,5502,6012,109
201,6,2,TANK,21,3,3,7179,610,14000
201,7,2,DAMAGE,18,0,4,6984,0,1700
201,8,2,DAMAGE,30,9,1,12040,0,0
201,9,2,SUPPORT,15,24,0,3244,13342,33
201,10,2,SUPPORT,10,19,1,1520,11687,711
202,1,1,TANK,22,4,9,11228,0,15800
202,2,1,DAMAGE,18,3,11,9740,0,1211
202,3,1,DAMAGE,21,1,13,12213,0,707
202,4,1,SUPPORT,10,17,3,4827,14133,66
202,5,1,SUPPORT,8,15,8,3195,12479,1272
202,6,2,TANK,27,7,7,14749,0,9090
202,7,2,DAMAGE,19,2,11,11991,0,169
202,8,2,DAMAGE,14,8,9,8231,246,264
202,9,2,SUPPORT,16,16,7,6681,12380,191
202,10,2,SUPPORT,21,10,5,10546,8743,0
203,1,1,TANK,14,2,14,7759,673,9229
203,2,1,DAMAGE,9,1,12,5481,0,923
203,3,1,DAMAGE,14,0,5,6106,0,0
203,4,1,SUPPORT,9,8,9,6499,4239,0
203,5,1,SUPPORT,3,9,9,1925,6375,700
203,6,2,TANK,23,3,3,7235,0,15999
203,7,2,DAMAGE,28,3,6,11003,795,0
203,8,2,DAMAGE,32,1,6,10863,0,572
203,9,2,SUPPORT,14,23,2,2458,11981,386
203,10,2,SUPPORT,14,3,6,5060,3864,0
204,1,1,TANK,6,0,5,8663,0,15014
204,2,1,DAMAGE,7,0,7,7529,0,1115
204,3,1,DAMAGE,10,0,10,9718,67,0
204,4,1,SUPPORT,7,7,5,3967,9009,684
204,5,1,SUPPORT,4,6,8,3037,8200,0
204,6,2,TANK,20,4,4,6986,0,12376
204,7,2,DAMAGE,24,1,5,10660,0,361
204,8,2,DAMAGE,21,3,3,7876,0,0
204,9,2,SUPPORT,12,23,0,2262,9671,2086
204,10,2,SUPPORT,18,22,1,5428,13459,0
205,1,1,TANK,8,1,14,10924,789,13467
205,2,1,DAMAGE,10,3,11,9447,3,1990
205,3,1,DAMAGE,16,2,10,13119,1023,143
205,4,1,SUPPORT,6,11,8,5657,10014,6445
205,5,1,SUPPORT,7,13,9,5771,12427,128
205,6,2,TANK,28,7,7,15714,0,10652
205,7,2,DAMAGE,30,5,5,13190,354,238
205,8,2,DAMAGE,24,0,9,10636,0,0
205,9,2,SUPPORT,29,16,3,8385,9559,95
205,10,2,SUPPORT,12,29,2,3446,15508,961
206,1,1,TANK,7,1,6,4009,0,3613
206,2,1,DAMAGE,6,0,6,4035,0,84
206,3,1,DAMAGE,9,2,6,3863,0,1217
206,4,1,SUPPORT,4,4,5,589,3588,377
206,5,1,SUPPORT,5,6,7,1098,4389,0
206,6,2,TANK,13,2,2,5886,138,4678
206,7,2,DAMAGE,9,0,6,3040,0,65
206,8,2,DAMAGE,23,4,2,8100,841,716
206,9,2,SUPPORT,10,13,2,1843,3222,114
206,10,2,SUPPORT,13,14,2,2228,3165,3
207,1,1,TANK,27,2,6,12407,0,21276
207,2,1,DAMAGE,25,6,12,11132,598,663
207,3,1,DAMAGE,20,2,10,12615,1110,1196
207,4,1,SUPPORT,11,15,13,4689,8532,238
207,5,1,SUPPORT,13,15,8,5682,7469,957
207,6,2,TANK,36,11,6,13507,1266,7098
207,7,2,DAMAGE,24,0,10,10565,457,906
207,8,2,DAMAGE,23,4,10,11298,0,0
207,9,2,SUPPORT,15,21,6,3802,10271,433
207,10,2,SUPPORT,14,20,9,3906,13102,1255
208,1,1,TANK,16,3,8,9294,0,14160
208,2,1,DAMAGE,13,0,7,11658,135,31
208,3,1,DAMAGE,24,2,10,11844,0,779
208,4,1,SUPPORT,7,13,9,2748,8270,3925
208,5,1,SUPPORT,0,19,7,442,13392,0
208,6,2,TANK,24,5,5,10757,0,11356
208,7,2,DAMAGE,15,0,11,9170,554,55
208,8,2,DAMAGE,20,3,4,8582,73,134
208,9,2,SUPPORT,14,18,6,6173,8059,566
208,10,2,SUPPORT,24,6,3,8600,6833,382
209,1,1,TANK,13,3,11,12519,0,9116
209,2,1,DAMAGE,13,1,6,11598,0,271
209,3,1,DAMAGE,7,0,10,7664,889,536
209,4,1,SUPPORT,6,13,8,3217,13823,1080
209,5,1,SUPPORT,11,11,5,5118,15587,0
209,6,2,TANK,32,2,5,20957,0,8733
209,7,2,DAMAGE,23,1,4,14246,0,380
209,8,2,DAMAGE,24,9,2,8581,156,0
209,9,2,SUPPORT,1,31,4,248,15670,0
209,10,2,SUPPORT,12,25,3,4841,13856,641
210,1,1,TANK,26,2,7,16601,0,23649
210,2,1,DAMAGE,24,5,11,11078,0,0
210,3,1,DAMAGE,12,1,11,8666,0,11
210,4,1,SUPPORT,8,17,10,2424,11972,900
210,5,1,SUPPORT,18,9,8,8041,10685,0
210,6,2,TANK,28,4,8,14146,0,24315
210,7,2,DAMAGE,25,7,11,10476,0,360
210,8,2,DAMAGE,21,1,9,12822,0,467
210,9,2,SUPPORT,6,20,9,3016,12747,1331
210,10,2,SUPPORT,17,22,6,5023,12541,0
211,1,1,TANK,13,0,9,9152,569,7764
211,2,1,DAMAGE,12,0,6,8097,0,460
211,3,1,DAMAGE,22,1,8,8504,0,0
211,4,1,SUPPORT,6,7,2,2932,7105,370
211,5,1,SUPPORT,11,12,10,3415,4319,713
211,6,2,TANK,21,3,8,8202,1408,6959
211,7,2,DAMAGE,17,2,7,5037,573,0
211,8,2,DAMAGE,16,1,6,9137,552,775
211,9,2,SUPPORT,14,10,7,5351,5594,0
211,10,2,SUPPORT,9,17,5,3391,6653,419
212,1,1,TANK,17,2,7,14762,0,8852
212,2,1,DAMAGE,21,2,4,11790,0,0
212,3,1,DAMAGE,16,0,10,12574,0,2032
212,4,1,SUPPORT,10,22,4,2704,12851,120
212,5,1,SUPPORT,12,11,9,5425,11705,219
212,6,2,TANK,17,6,6,13112,1970,5752
212,7,2,DAMAGE,19,4,5,14797,0,2437
212,8,2,DAMAGE,18,1,9,15557,675,35
212,9,2,SUPPORT,11,18,5,3290,12173,0
212,10,2,SUPPORT,12,15,9,7405,11336,1686
213,1,1,TANK,6,4,6,5779,0,3441
213,2,1,DAMAGE,3,1,8,2705,0,0
213,3,1,DAMAGE,11,0,6,6558,184,0
213,4,1,SUPPORT,6,6,7,2242,3611,1218
213,5,1,SUPPORT,0,5,6,280,3109,0
213,6,2,TANK,20,5,1,4832,206,2320
213,7,2,DAMAGE,24,0,6,8626,0,0
213,8,2,DAMAGE,20,0,1,4714,0,806
213,9,2,SUPPORT,4,15,2,603,5431,0
213,10,2,SUPPORT,0,21,1,0,5703,0
214,1,1,TANK,11,2,6,5955,262,6520
214,2,1,DAMAGE,7,1,5,3824,0,552
