Q,I,T,Ro,E,A,D,Dm,H,M,Re
R,229,2,S,2,9,8,1616,5916,613,V
R,230,1,T,11,6,5,6621,0,11472,De
R,230,1,D,8,0,4,5309,0,0,De
R,230,1,D,7,2,10,4480,0,1008,De
R,230,1,S,7,9,7,2390,4410,0,De
R,230,1,S,5,7,6,2715,6805,240,De
R,230,2,T,21,3,5,8752,401,3745,V
R,230,2,D,11,1,2,8895,0,0,V
R,230,2,D,18,3,3,6897,0,138,V
R,230,2,S,7,5,3,2615,3551,582,V
R,230,2,S,0,21,2,0,7339,0,V
R,231,1,T,6,3,7,9220,1049,5008,De
R,231,1,D,9,0,6,7026,712,0,De
R,231,1,D,12,2,7,8006,0,76,De
R,231,1,S,7,8,2,2550,8327,663,De
R,231,1,S,4,5,8,3159,6741,510,De
R,231,2,T,19,1,1,8224,0,13860,V
R,231,2,D,20,2,4,10203,0,78,V
R,231,2,D,15,0,8,7150,0,1021,V
R,231,2,S,11,19,1,2932,10531,897,V
R,231,2,S,15,16,2,5255,10088,0,V
R,232,1,T,18,2,6,9643,0,5801,De
R,232,1,D,18,1,8,10944,1247,675,De
R,232,1,D,16,1,5,9572,0,341,De
R,232,1,S,9,14,5,2932,10121,0,De
R,232,1,S,5,10,7,1676,7855,333,De
R,232,2,T,17,6,4,13004,0,8689,V
R,232,2,D,19,0,10,9015,1993,0,V
R,232,2,D,18,1,7,6114,0,0,V
R,232,2,S,9,15,7,4116,8179,1038,V
R,232,2,S,4,14,5,566,9647,0,V
R,233,1,T,2,0,6,4553,0,2531,De
R,233,1,D,4,0,5,4082,0,0,De
R,233,1,D,4,1,9,6048,0,59,De
R,233,1,S,5,4,6,5757,4215,248,De
R,233,1,S,2,4,3,925,7339,324,De
R,233,2,T,17,1,1,8760,0,3674,V
R,233,2,D,19,1,1,7039,0,1198,V
R,233,2,D,11,1,2,3871,373,419,V
R,233,2,S,9,12,2,1929,6577,437,V
R,233,2,S,5,14,2,1412,6870,0,V
R,234,1,T,13,5,7,11167,172,11135,De
R,234,1,D,12,0,7,10774,0,2740,De
R,234,1,D,15,6,13,9869,329,0,De
R,234,1,S,9,14,6,3290,11232,0,De
R,234,1,S,9,9,7,5108,8937,1391,De
R,234,2,T,23,4,5,12827,252,6848,V
R,234,2,D,22,8,6,8924,0,0,V
R,234,2,D,14,0,8,11735,0,1838,V
R,234,2,S,10,13,3,3525,15637,1057,V
R,234,2,S,15,4,3,5728,9501,0,V
R,235,1,T,16,4,4,8324,0,7792,De
R,235,1,D,13,1,12,9759,876,157,De
R,235,1,D,11,0,10,11823,0,599,De
R,235,1,S,12,5,7,6165,8403,19,De
R,235,1,S,4,14,2,551,10298,1114,De
R,235,2,T,20,4,4,12688,0,19475,V
R,235,2,D,24,1,6,12598,383,456,V
R,235,2,D,21,1,7,9881,0,2591,V
R,235,2,S,4,19,3,3824,9350,0,V
R,235,2,S,2,22,4,812,9596,0,V
R,236,1,T,14,6,8,7435,408,12057,De
R,236,1,D,12,1,5,6893,465,368,De
R,236,1,D,20,2,1,7062,0,0,De
R,236,1,S,16,12,9,7374,8771,0,De
R,236,1,S,10,14,7,2794,9697,1275,De
R,236,2,T,20,4,6,9094,0,6581,V
R,236,2,D,19,1,8,9899,0,262,V
R,236,2,D,16,6,5,10916,0,0,V
R,236,2,S,11,15,6,6090,6495,0,V
R,236,2,S,2,21,2,140,11465,0,V
R,237,1,T,10,3,7,10056,1820,8092,De
R,237,1,D,8,1,7,10505,0,0,De
R,237,1,D,9,2,3,7732,0,580,De
R,237,1,S,3,8,7,1910,8311,477,De
R,237,1,S,5,7,7,3062,10491,659,De
R,237,2,T,16,5,4,10829,126,6734,V
R,237,2,D,19,1,3,14522,1867,0,V
R,237,2,D,16,0,2,6473,0,1260,V
R,237,2,S,5,18,1,2800,11400,0,V
R,237,2,S,13,18,4,3515,8749,583,V
R,238,1,T,17,4,10,11027,1005,7501,De
R,238,1,D,16,0,10,10963,456,390,De
R,238,1,D,17,1,15,8490,0,31,De
R,238,1,S,13,14,7,4072,7559,703,De
R,238,1,S,10,13,11,2587,12207,1095,De
R,238,2,T,18,2,13,13098,0,11317,V
R,238,2,D,33,0,5,13433,0,2751,V
R,238,2,D,20,12,12,8235,0,0,V
R,238,2,S,19,19,5,5521,8860,908,V
R,238,2,S,14,17,1,6020,11875,2212,V
R,239,1,T,23,4,10,13958,348,18707,De
R,239,1,D,22,6,10,14242,0,1037,De
R,239,1,D,17,3,15,11123,0,2196,De
R,239,1,S,8,18,9,4727,13794,0,De
R,239,1,S,16,13,10,6880,9700,1865,De
R,239,2,T,37,6,7,13877,475,5817,V
R,239,2,D,24,1,8,16417,0,0,V
R,239,2,D,23,1,11,14676,102,1216,V
R,239,2,S,3,27,2,306,19568,1023,V
R,239,2,S,18,18,3,6844,10907,623,V
R,240,1,T,16,5,5,7174,0,3498,De
R,240,1,D,13,2,7,7569,0,1517,De
R,240,1,D,10,1,8,5752,0,87,De
R,240,1,S,12,3,6,7158,3474,548,De
R,240,1,S,6,12,3,2880,6126,0,De
R,240,2,T,19,6,4,8008,92,4364,V
R,240,2,D,15,0,7,9515,0,172,V
R,240,2,D,12,4,7,6632,909,1550,V
R,240,2,S,12,17,4,4484,9063,385,V
R,240,2,S,11,18,6,4144,8460,31,V
R,241,1,T,10,4,6,5452,702,2821,De
R,241,1,D,12,2,6,6119,0,66,De
R,241,1,D,7,3,7,4076,0,377,De
R,241,1,S,8,7,2,1935,3013,466,De
R,241,1,S,5,9,2,1774,3119,108,De
R,241,2,T,10,7,5,5222,1240,1584,V
R,241,2,D,16,4,1,4140,0,1101,V
R,241,2,D,18,0,2,6784,0,293,V
R,241,2,S,0,18,1,0,6715,0,V
R,241,2,S,6,9,3,1146,2768,555,V
R,242,1,T,5,3,5,6725,0,4375,De
R,242,1,D,3,0,3,4761,0,0,De
R,242,1,D,3,0,8,6697,0,90,De
R,242,1,S,5,1,6,4047,4066,68,De
R,242,1,S,2,3,3,4514,5107,591,De
R,242,2,T,17,12,1,6420,833,1378,V
R,242,2,D,14,4,1,5758,998,4738,V
R,242,2,D,19,0,2,9225,0,174,V
R,242,2,S,7,18,4,2267,6343,0,V
R,242,2,S,11,16,2,3739,10583,0,V
R,243,1,T,5,2,2,3838,0,5830,De
R,243,1,D,7,2,7,4302,586,1327,De
R,243,1,D,5,0,9,4553,479,104,De
R,243,1,S,7,5,7,2772,3958,75,De
R,243,1,S,4,6,5,2031,6890,0,De
R,243,2,T,21,5,3,9290,0,3579,V
R,243,2,D,18,7,1,7753,0,0,V
R,243,2,D,17,3,2,7966,0,610,V
R,243,2,S,0,18,3,823,4680,297,V
R,243,2,S,7,18,2,2776,5580,1140,V
R,244,1,T,16,1,8,16763,401,12232,De
R,244,1,D,10,0,3,14614,0,0,De
R,244,1,D,20,0,10,16086,0,428,De
R,244,1,S,4,12,11,2943,13065,291,De
R,244,1,S,9,14,6,4983,12535,791,De
R,244,2,T,20,9,4,14989,876,25090,V
R,244,2,D,28,1,9,13894,1744,0,V
R,244,2,D,17,3,9,12174,0,89,V
R,244,2,S,6,21,5,1034,15962,605,V
R,244,2,S,18,16,4,7307,18126,0,V
R,245,1,T,14,4,3,7595,0,9900,De
R,245,1,D,9,0,7,8858,0,0,De
R,245,1,D,11,2,8,9189,0,243,De
R,245,1,S,5,7,8,3032,6966,64,De
R,245,1,S,9,10,7,3602,6456,0,De
R,245,2,T,21,0,4,11399,4174,2425,V
R,245,2,D,9,0,5,5785,0,0,V
R,245,2,D,8,0,7,9617,0,66,V
R,245,2,S,6,8,5,2820,5861,105,V
R,245,2,S,1,8,3,2206,8826,0,V
R,246,1,T,5,1,6,8242,0,9017,De
R,246,1,D,7,0,5,4867,0,142,De
R,246,1,D,2,0,7,3163,0,234,De
R,246,1,S,2,3,8,1952,3238,38,De
R,246,1,S,3,4,1,1284,4583,296,De
R,246,2,T,19,1,1,9005,0,6194,V
R,246,2,D,8,2,2,4389,0,0,V
R,246,2,D,13,0,3,5172,0,0,V
R,246,2,S,12,18,2,3737,6460,1037,V
R,246,2,S,7,9,2,2013,4748,75,V
R,247,1,T,8,2,8,11462,0,9181,De
R,247,1,D,12,1,4,7017,0,0,De
R,247,1,D,7,0,16,6857,299,336,De
R,247,1,S,5,5,9,2948,6654,352,De
R,247,1,S,5,2,10,2057,6314,0,De
R,247,2,T,24,4,1,13081,1063,4221,V
R,247,2,D,26,6,5,7794,0,0,V
R,247,2,D,27,3,6,9081,0,0,V
R,247,2,S,5,23,2,1451,10169,0,V
R,247,2,S,10,12,3,3192,6955,385,V
R,248,1,T,40,8,1,16412,0,5371,De
R,248,1,D,32,8,17,12843,0,366,De
R,248,1,D,31,6,14,16904,2089,319,De
R,248,1,S,6,32,8,3063,14120,515,De
R,248,1,S,22,28,9,7011,14021,5281,De
R,248,2,T,30,8,9,17452,600,18901,V
R,248,2,D,18,0,19,11854,0,2143,V
R,248,2,D,30,0,14,15973,0,294,V
R,248,2,S,12,19,13,6353,8193,670,V
R,248,2,S,16,25,10,7128,14322,3610,V
R,249,1,T,18,11,11,12506,60,14067,De
R,249,1,D,14,0,6,10606,0,830,De
R,249,1,D,25,0,8,17895,1665,2323,De
R,249,1,S,14,18,9,5007,16492,0,De
R,249,1,S,1,17,7,1230,13432,1449,De
R,249,2,T,31,6,4,18723,1017,12178,V
R,249,2,D,18,1,9,12179,1108,1076,V
R,249,2,D,30,3,9,15298,1112,0,V
R,249,2,S,10,25,7,2935,13117,386,V
R,249,2,S,18,19,7,6085,13293,479,V
R,250,1,T,12,3,5,9888,0,10271,De
R,250,1,D,10,2,16,9532,0,3125,De
R,250,1,D,7,1,10,7219,0,26,De
R,250,1,S,2,10,6,2923,11512,0,De
R,250,1,S,1,9,7,3332,12154,0,De
R,250,2,T,27,2,5,14310,135,5463,V
R,250,2,D,29,1,1,11747,182,1055,V
R,250,2,D,21,0,2,11151,0,813,V
R,250,2,S,12,24,3,3316,11447,160,V
R,250,2,S,10,17,5,3073,8378,0,V
R,251,1,T,20,2,15,12029,584,9292,De
R,251,1,D,28,0,11,13893,0,0,De
R,251,1,D,24,1,13,14709,0,637,De
R,251,1,S,16,12,4,3402,9158,2502,De
R,251,1,S,4,17,11,4564,13650,335,De
R,251,2,T,42,9,7,15453,1146,12405,V
R,251,2,D,29,3,11,14387,1369,1093,V
R,251,2,D,29,7,9,11025,0,250,V
R,251,2,S,18,33,8,4716,11253,1063,V
R,251,2,S,35,37,5,10557,13381,0,V
R,252,1,T,22,5,13,13243,745,6477,De
R,252,1,D,25,4,10,17162,759,0,De
R,252,1,D,33,3,5,15689,1077,193,De
R,252,1,S,23,15,10,9406,8172,734,De
R,252,1,S,18,21,7,6458,10747,141,De
R,252,2,T,23,4,7,12936,7843,2138,V
R,252,2,D,18,3,8,11722,0,149,V
R,252,2,D,31,1,12,13776,2877,1537,V
R,252,2,S,11,12,12,3639,10443,521,V
R,252,2,S,15,22,9,2641,16776,1428,V
R,253,1,T,20,3,4,9166,0,12840,De
R,253,1,D,26,2,6,13463,0,0,De
R,253,1,D,19,7,6,7827,46,3150,De
R,253,1,S,8,17,5,3381,9774,0,De
R,253,1,S,14,12,6,3069,10544,516,De
R,253,2,T,15,4,7,10332,2368,6404,V
R,253,2,D,19,2,5,10925,0,0,V
R,253,2,D,12,0,8,6676,752,770,V
R,253,2,S,14,6,5,5422,10937,0,V
R,253,2,S,4,8,7,2735,8490,1067,V
R,254,1,T,4,1,7,5608,912,2556,De
R,254,1,D,6,1,6,3810,265,60,De
R,254,1,D,4,1,6,4421,0,31,De
R,254,1,S,2,2,1,1323,3383,1033,De
R,254,1,S,1,3,5,894,4942,440,De
R,254,2,T,11,6,2,4138,1093,1557,V
R,254,2,D,14,0,1,5449,0,1162,V
R,254,2,D,19,0,2,6137,0,0,V
R,254,2,S,5,11,3,1631,2784,137,V
R,254,2,S,20,14,0,4451,4353,0,V
R,255,1,T,22,8,7,11306,0,6184,De
R,255,1,D,24,9,7,8296,311,0,De
R,255,1,D,12,2,11,7402,464,1177,De
R,255,1,S,12,17,9,3532,7757,350,De
R,255,1,S,11,11,10,2889,9010,173,De
R,255,2,T,24,6,8,10042,0,12405,V
R,255,2,D,19,1,6,7725,138,96,V
R,255,2,D,19,7,8,6081,228,0,V
R,255,2,S,22,11,7,7658,7223,0,V
R,255,2,S,17,23,6,5202,6899,0,V
R,256,1,T,6,2,9,5675,1236,7385,De
R,256,1,D,6,1,7,8861,340,532,De
R,256,1,D,7,1,12,6551,104,1322,De
R,256,1,S,4,3,4,1883,5785,831,De
R,256,1,S,3,5,5,3106,9422,0,De
R,256,2,T,29,6,1,13073,0,13850,V
R,256,2,D,24,2,2,11157,0,676,V
R,256,2,D,19,5,5,7898,0,578,V
R,256,2,S,16,19,2,5575,7232,1027,V
R,256,2,S,1,20,3,510,8226,580,V
R,257,1,T,5,1,3,3297,0,6518,De
R,257,1,D,4,0,3,2033,8,0,De
R,257,1,D,6,0,5,5918,0,0,De
R,257,1,S,4,0,4,1942,1580,0,De
R,257,1,S,1,5,2,1576,5156,73,De
R,257,2,T,6,1,0,3702,0,9664,V
R,257,2,D,11,1,3,5981,0,55,V
R,257,2,D,6,0,4,4266,472,0,V
R,257,2,S,3,5,3,1905,3109,0,V
R,257,2,S,2,10,0,517,5389,0,V
R,258,1,T,18,9,6,10478,0,13780,De
R,258,1,D,15,7,11,6560,105,1255,De
R,258,1,D,13,5,13,9330,0,24,De
R,258,1,S,10,11,8,3383,10388,939,De
R,258,1,S,15,13,9,7816,12228,0,De
R,258,2,T,24,6,8,11594,154,8855,V
R,258,2,D,20,3,5,13257,0,0,V
R,258,2,D,26,0,7,11558,0,8,V
R,258,2,S,7,13,5,3339,9988,347,V
R,258,2,S,24,13,3,6851,9047,0,V
R,259,1,T,4,0,6,6569,1546,1038,De
R,259,1,D,8,0,6,5060,0,122,De
R,259,1,D,7,2,5,4662,168,0,De
R,259,1,S,2,4,2,720,2204,0,De
R,259,1,S,7,7,5,3881,3047,232,De
R,259,2,T,19,6,5,6011,580,3096,V
R,259,2,D,14,0,3,5097,0,1173,V
R,259,2,D,17,0,3,6159,0,126,V
R,259,2,S,4,13,1,814,5711,197,V
R,259,2,S,6,14,3,1232,5542,478,V
R,260,1,T,2,0,7,2053,0,3562,De
R,260,1,D,3,0,2,2338,0,501,De
R,260,1,D,2,1,6,3518,0,69,De
R,260,1,S,1,2,3,1164,3338,1177,De
R,260,1,S,1,1,5,1019,3461,75,De
R,260,2,T,17,5,0,6005,0,2916,V
R,260,2,D,10,3,2,4384,0,0,V
R,260,2,D,15,3,0,4330,0,0,V
R,260,2,S,13,6,1,4327,2749,0,V
R,260,2,S,0,21,0,0,5069,0,V
R,261,1,T,6,1,3,5124,0,1538,De
R,261,1,D,5,0,6,3770,583,96,De
R,261,1,D,5,0,4,3212,304,0,De
R,261,1,S,4,6,3,996,5319,0,De
R,261,1,S,4,1,7,2732,2627,0,De
R,261,2,T,13,0,2,5233,1038,1816,V
R,261,2,D,14,3,2,6934,0,352,V
R,261,2,D,13,1,2,5132,0,0,V
R,261,2,S,9,15,2,2613,3394,0,V
R,261,2,S,3,12,3,221,4352,0,V
R,262,1,T,13,4,8,7885,4202,1975,De
R,262,1,D,14,1,8,5180,449,0,De
R,262,1,D,14,2,7,8065,0,1274,De
R,262,1,S,10,5,0,2009,3660,985,De
R,262,1,S,12,13,8,5471,5164,0,De
R,262,2,T,17,5,6,10183,646,4355,V
R,262,2,D,20,0,5,10523,0,152,V
R,262,2,D,13,4,6,4667,0,213,V
R,262,2,S,9,12,5,3067,6241,62,V
R,262,2,S,10,15,5,2478,7787,0,V
R,263,1,T,12,2,4,3982,952,2188,De
R,263,1,D,8,0,1,7548,166,0,De
R,263,1,D,10,0,7,8601,0,144,De
R,263,1,S,3,10,4,2618,5717,639,De
R,263,1,S,0,9,7,502,6584,0,De
R,263,2,T,19,2,3,7650,0,2582,V
R,263,2,D,11,0,4,5019,0,77,V
R,263,2,D,6,4,5,5393,0,0,V
R,263,2,S,8,13,2,1839,6827,0,V
R,263,2,S,16,7,2,6238,3513,0,V
R,264,1,T,27,3,9,16731,0,9996,De
R,264,1,D,16,0,11,11537,0,2061,De
R,264,1,D,21,6,16,11263,1369,1972,De
R,264,1,S,22,21,12,10768,13881,0,De
R,264,1,S,6,21,18,2294,11696,320,De
R,264,2,T,26,1,16,11866,0,22150,V
R,264,2,D,40,0,10,20333,0,2940,V
R,264,2,D,34,2,7,15609,0,0,V
R,264,2,S,28,15,4,8160,13423,423,V
R,264,2,S,10,27,4,3339,16365,1516,V
R,265,1,T,21,4,10,10343,441,4948,De
R,265,1,D,24,0,6,13570,0,314,De
R,265,1,D,18,2,8,12919,0,0,De
R,265,1,S,7,11,1,2150,4215,1595,De
R,265,1,S,0,29,3,40,12115,0,De
R,265,2,T,13,4,8,7581,2860,5398,V
R,265,2,D,12,1,11,10810,0,73,V
R,265,2,D,15,8,7,7038,1551,0,V
R,265,2,S,9,10,5,5741,6898,0,V
R,265,2,S,10,15,4,3387,9674,838,V
R,266,1,T,18,7,11,10403,409,9589,De
R,266,1,D,9,3,7,11126,226,400,De
R,266,1,D,20,0,9,14737,2898,0,De
R,266,1,S,19,16,10,11192,10552,0,De
R,266,1,S,11,13,9,4840,13456,2584,De
R,266,2,T,29,14,3,13033,0,11897,V
R,266,2,D,32,1,7,12634,1023,1355,V
R,266,2,D,30,6,5,14405,604,7,V
R,266,2,S,15,26,6,5758,13237,148,V
R,266,2,S,21,20,8,6558,11475,2340,V
R,267,1,T,13,5,11,9738,0,6489,De
R,267,1,D,15,3,17,10492,0,0,De
R,267,1,D,11,0,12,7896,0,778,De
R,267,1,S,12,8,12,7120,7143,0,De
R,267,1,S,0,14,11,140,10813,0,De
R,267,2,T,42,10,3,14956,0,6819,V
R,267,2,D,34,2,7,13563,1057,17,V
R,267,2,D,43,2,4,11353,625,1712,V
R,267,2,S,20,17,5,7386,8108,250,V
R,267,2,S,0,40,5,0,11446,0,V
R,268,1,T,27,3,14,13440,0,19058,De
R,268,1,D,22,1,14,15951,0,454,De
R,268,1,D,20,11,10,13884,1583,2342,De
R,268,1,S,13,17,11,5028,8322,1719,De
R,268,1,S,20,27,9,3600,15997,456,De
R,268,2,T,40,7,6,15459,225,14889,V
R,268,2,D,25,3,6,9394,665,0,V
R,268,2,D,32,0,9,19190,182,1753,V
R,268,2,S,23,37,6,6737,14856,930,V
R,268,2,S,18,28,12,6732,13498,5219,V
R,269,1,T,0,0,6,2907,0,3113,De
R,269,1,D,0,0,2,3697,0,0,De
R,269,1,D,2,0,9,2314,0,0,De
R,269,1,S,1,0,3,2874,2243,100,De
R,269,1,S,0,1,2,0,2918,0,De
R,269,2,T,11,1,0,5639,1509,48,V
R,269,2,D,9,4,1,4262,0,0,V
R,269,2,D,10,1,1,4439,0,0,V
R,269,2,S,4,5,0,1549,2847,0,V
R,269,2,S,3,7,0,870,4540,0,V
R,270,1,T,24,6,7,10184,0,11571,De
R,270,1,D,26,5,15,13256,0,124,De
R,270,1,D,24,0,12,14517,0,1567,De
R,270,1,S,11,17,10,6046,8693,406,De
R,270,1,S,2,19,13,775,10155,0,De
R,270,2,T,29,5,7,13866,0,11501,V
R,270,2,D,38,3,11,14709,249,37,V
R,270,2,D,27,2,11,12957,102,606,V
R,270,2,S,14,24,8,4722,12264,120,V
R,270,2,S,16,18,5,7581,10892,326,V
R,271,1,T,16,4,7,9754,311,10268,De
R,271,1,D,19,0,7,10322,1102,0,De
R,271,1,D,22,8,8,11383,0,0,De
R,271,1,S,16,20,2,4037,12539,555,De
R,271,1,S,14,15,4,4354,9496,503,De
R,271,2,T,16,3,7,12947,290,16797,V
R,271,2,D,11,1,7,8587,0,98,V
R,271,2,D,17,0,7,10797,0,2170,V
R,271,2,S,7,13,7,4538,9364,35,V
R,271,2,S,10,17,6,2651,9837,797,V
R,272,1,T,19,2,5,9278,0,8160,De
R,272,1,D,13,0,2,5110,0,0,De
R,272,1,D,12,2,9,6695,0,2020,De
R,272,1,S,9,10,7,4060,10789,0,De
R,272,1,S,16,11,6,4426,9174,76,De
R,272,2,T,13,5,5,9462,0,11247,V
R,272,2,D,17,1,3,9870,0,0,V
R,272,2,D,14,0,9,8583,41,936,V
R,272,2,S,7,12,6,2716,9601,0,V
R,272,2,S,11,6,6,8873,5483,0,V
R,273,1,T,6,1,2,7271,0,5436,De
R,273,1,D,7,1,7,6826,375,330,De
R,273,1,D,6,0,7,4992,0,88,De
R,273,1,S,4,7,5,2668,5848,1075,De
R,273,1,S,5,7,5,2785,6529,0,De
R,273,2,T,19,3,3,9250,282,7510,V
R,273,2,D,12,3,3,7920,1052,0,V
R,273,2,D,16,0,4,6504,0,631,V
R,273,2,S,7,13,1,3246,6743,1846,V
R,273,2,S,2,5,3,2351,5299,618,V
R,274,1,T,26,12,10,17931,0,21948,De
R,274,1,D,17,0,11,13860,0,325,De
R,274,1,D,15,3,14,12027,0,1455,De
R,274,1,S,9,12,7,5478,11666,1414,De
R,274,1,S,15,16,9,6156,16652,1875,De
R,274,2,T,30,2,6,17043,0,23004,V
R,274,2,D,24,1,13,12465,0,2254,V
R,274,2,D,33,2,5,17888,385,86,V
R,274,2,S,17,25,7,7861,13243,1116,V
R,274,2,S,16,21,4,5437,15862,1871,V
R,275,1,T,1,0,4,3034,0,4890,De
R,275,1,D,1,0,2,1770,0,0,De
R,275,1,D,0,0,7,1610,344,60,De
R,275,1,S,0,1,4,1169,5573,0,De
R,275,1,S,1,1,5,3373,2680,0,De
R,275,2,T,13,2,0,5712,0,5346,V
R,275,2,D,12,8,0,4809,40,440,V
R,275,2,D,17,0,1,6824,0,0,V
R,275,2,S,5,8,0,2160,3984,6,V
R,275,2,S,8,13,0,2545,3188,0,V
R,276,1,T,20,2,6,11055,0,13104,De
R,276,1,D,14,2,9,8248,461,1734,De
R,276,1,D,20,0,7,12103,409,2650,De
R,276,1,S,3,9,8,3279,7968,537,De
R,276,1,S,0,17,7,0,12483,0,De
R,276,2,T,22,3,6,13050,0,13665,V
R,276,2,D,23,0,9,13357,0,207,V
R,276,2,D,19,5,7,12900,918,0,V
R,276,2,S,6,17,5,2968,7486,483,V
R,276,2,S,9,10,5,4827,7817,120,V
R,277,1,T,23,2,10,21438,0,12682,De
R,277,1,D,13,5,10,10768,0,1186,De
R,277,1,D,13,1,15,9285,0,2625,De
R,277,1,S,14,15,11,4933,8792,771,De
R,277,1,S,12,16,5,7420,12795,183,De
R,277,2,T,14,3,7,8316,0,16146,V
R,277,2,D,29,0,8,14876,0,1395,V
R,277,2,D,22,5,3,12674,0,0,V
R,277,2,S,15,24,4,3338,18451,2346,V
R,277,2,S,15,24,8,7258,14750,308,V
R,278,1,T,2,2,3,3045,459,1831,De
R,278,1,D,5,0,2,3220,0,0,De
R,278,1,D,6,0,4,3916,0,80,De
R,278,1,S,6,3,5,3245,372,0,De
R,278,1,S,1,7,3,1581,3184,376,De
R,278,2,T,12,3,1,3544,700,3117,V
R,278,2,D,9,0,3,3269,692,0,V
R,278,2,D,7,0,2,2635,0,5,V
R,278,2,S,8,11,1,2161,4698,415,V
R,278,2,S,4,5,2,1694,2679,117,V
R,279,1,T,20,13,4,10509,0,23316,De
R,279,1,D,24,0,11,10659,579,1889,De
R,279,1,D,17,1,9,12692,0,79,De
R,279,1,S,5,15,9,1720,13099,883,De
R,279,1,S,15,17,10,6564,11678,403,De
R,279,2,T,30,5,9,12903,1398,11829,V
R,279,2,D,25,1,7,12164,1502,0,V
R,279,2,D,22,3,8,11981,0,0,V
R,279,2,S,5,22,5,1821,9966,1390,V
R,279,2,S,14,9,7,6265,6695,629,V
R,280,1,T,25,8,9,13375,2581,7180,De
R,280,1,D,25,1,11,17271,0,436,De
R,280,1,D,18,2,14,11538,746,357,De
R,280,1,S,13,15,5,7232,17778,352,De
R,280,1,S,16,17,9,5898,12565,528,De
R,280,2,T,32,9,10,19649,0,15161,V
R,280,2,D,22,0,10,14016,473,650,V
R,280,2,D,27,5,8,15164,305,172,V
R,280,2,S,0,32,5,300,19991,0,V
R,280,2,S,24,14,6,8551,11191,1576,V
R,281,1,T,23,5,11,14628,0,19062,De
R,281,1,D,24,0,4,10791,0,0,De
R,281,1,D,22,6,7,9489,206,692,De
R,281,1,S,8,9,12,4556,5627,627,De
R,281,1,S,12,13,12,5190,11728,2340,De
R,281,2,T,31,8,4,14820,3356,3122,V
R,281,2,D,25,0,7,13635,1943,200,V
R,281,2,D,29,8,11,9103,328,2730,V
R,281,2,S,13,23,10,2604,9984,193,V
R,281,2,S,10,20,7,2174,9353,0,V
R,282,1,T,18,5,5,6461,0,7779,De
R,282,1,D,18,1,9,8846,835,0,De
R,282,1,D,15,3,8,8575,0,0,De
R,282,1,S,7,13,6,2788,7484,646,De
R,282,1,S,8,10,8,2348,7312,0,De
R,282,2,T,17,9,4,9844,0,7837,V
R,282,2,D,19,1,5,11586,0,41,V
R,282,2,D,22,0,10,9788,0,1734,V
R,282,2,S,7,14,5,3037,7269,3200,V
R,282,2,S,7,16,5,3075,8642,792,V
R,283,1,T,12,2,6,7249,0,13384,De
R,283,1,D,6,0,8,5208,0,131,De
R,283,1,D,12,2,7,6307,0,0,De
R,283,1,S,7,8,3,3148,7373,102,De
R,283,1,S,5,7,8,2771,5767,1347,De
R,283,2,T,17,5,5,10883,0,9397,V
R,283,2,D,16,1,3,8510,0,0,V
R,283,2,D,13,2,6,5514,0,843,V
R,283,2,S,12,10,4,2459,4412,522,V
R,283,2,S,13,13,4,2908,8484,415,V
R,284,1,T,26,6,9,15242,0,12083,De
R,284,1,D,31,1,7,12086,430,263,De
R,284,1,D,20,0,5,9910,0,0,De
R,284,1,S,16,18,8,5509,8933,4380,De
R,284,1,S,19,12,8,4317,12815,932,De
R,284,2,T,21,6,5,15342,1101,10192,V
R,284,2,D,19,0,8,9998,1650,638,V
R,284,2,D,19,1,8,9806,584,364,V
R,284,2,S,9,17,11,3989,10666,41,V
R,284,2,S,15,18,9,3307,14111,99,V
R,285,1,T,16,5,8,9767,411,9398,De
R,285,1,D,13,5,7,7185,422,59,De
R,285,1,D,9,0,9,6416,792,399,De
R,285,1,S,5,7,4,3848,5079,204,De
R,285,1,S,5,7,5,3045,6452,357,De
R,285,2,T,21,4,1,9271,0,12534,V
R,285,2,D,16,1,6,7139,997,120,V
R,285,2,D,15,0,8,8701,953,36,V
R,285,2,S,14,17,3,3371,9036,40,V
R,285,2,S,8,13,5,1983,6753,369,V
R,286,1,T,9,0,9,9399,2396,1961,De
R,286,1,D,15,4,6,9101,0,0,De
R,286,1,D,16,2,10,8270,0,832,De
R,286,1,S,6,12,6,2846,10254,411,De
R,286,1,S,12,3,10,6500,8545,0,De
R,286,2,T,28,5,4,13067,0,8912,V
R,286,2,D,23,0,5,10097,2623,0,V
R,286,2,D,23,3,7,7989,0,0,V
R,286,2,S,14,21,4,4064,8871,1371,V
R,286,2,S,18,21,3,4923,9520,0,V
R,287,1,T,20,4,5,9610,0,14174,De
R,287,1,D,16,0,10,9175,0,1304,De
R,287,1,D,17,5,8,12190,0,0,De
R,287,1,S,10,15,10,2789,12552,45,De
R,287,1,S,5,14,8,4550,13557,0,De
R,287,2,T,28,12,6,13463,0,12541,V
R,287,2,D,22,4,3,10082,494,0,V
R,287,2,D,21,3,6,12749,1513,241,V
R,287,2,S,16,22,6,4891,12051,1222,V
R,287,2,S,16,12,6,6152,8229,183,V
R,288,1,T,9,3,10,8962,1928,7326,De
R,288,1,D,11,2,10,5420,0,0,De
R,288,1,D,9,0,4,6742,0,303,De
R,288,1,S,7,5,3,3984,8956,540,De
R,288,1,S,7,2,9,3278,7993,1582,De
R,288,2,T,27,6,1,10816,0,16844,V
